pureza,fedi,x1,x2,x3,x4,x5,x6,x7
-0.999000982,323.93220305916503,4.294042184579399,72.97058262065465,59.675203201328515,15,29,42,47
-0.001,10.0,4.961189930764641,59.94156730965932,53.84956908147891,39,57,30,30
-0.001,10.0,4.9844009349446114,53.11555819841639,54.65085069705884,21,32,18,32
-0.001,10.0,3.981534173110856,72.59419015346373,59.2606645718553,15,55,51,47
-0.001,10.0,2.259508869773939,68.91372320409172,59.243895733823315,23,2,43,45
-0.001,10.0,2.3369871187295477,59.36857884677191,59.00921839010116,32,52,12,38
-0.001,10.0,4.251212838347231,93.70673859253138,56.099272393198056,14,13,28,49
-0.001,10.0,4.989666349647698,57.42413415914894,53.60734147991668,50,56,21,38
-0.001,10.0,2.5204119904354925,76.1741475819654,59.23738352910591,23,36,52,45
-0.944961446,294.1613319527324,3.5844927022528403,50.75632531536008,54.17551623996579,2,3,16,38
-0.986941383,298.79227390167165,2.437644138646479,54.36987537032881,54.26875579717208,2,10,21,32
-0.001,10.0,2.5204119904354925,51.99348814395347,59.74607911631611,22,36,52,45
-0.001,10.0,2.3016376954618267,71.4605158184549,59.0495142227792,58,2,41,43
-0.001,10.0,4.997628132769283,55.19422239275426,53.474341094798504,14,56,18,38
-0.001,10.0,3.981534173110856,73.4431214067761,58.62704262223451,16,31,17,47
-0.001,10.0,2.084179592988265,72.80652032387879,59.394988160741356,23,36,19,43
-0.001,10.0,3.002788496336496,74.02634793438061,59.27589438003048,23,36,52,44
-0.001,10.0,2.323738884313527,74.30016930717886,59.27395550205515,53,33,19,41
-0.001,10.0,2.143488316497111,59.93374823171432,54.35675177476085,22,57,29,30
-0.001,10.0,2.084179592988265,76.86212387081423,59.16799372819831,23,43,19,44
-0.001,10.0,2.2599902443056488,62.1036317623616,59.03284344780117,28,3,54,41
-0.001,10.0,4.85672803685289,59.1632856640882,54.65085069705884,21,52,18,32
-0.001,10.0,2.459781407723696,77.84535498710683,54.287625670022294,26,31,15,41
-0.001,10.0,3.4890001664320582,85.27205381322088,57.90476083436179,15,54,30,40
-0.001,10.0,2.3223224654977086,73.16710619910229,54.20879444007177,26,51,46,41
-0.001,10.0,3.981534173110856,73.14548284728842,58.63132848303979,16,2,18,47
-0.001,10.0,2.084179592988265,73.03272719580217,59.160714760832136,23,34,19,43
-0.001,10.0,2.250994443830739,68.9278902510356,58.10295937007459,32,52,12,38
-0.001,10.0,2.323738884313527,73.9400746218227,59.363485464681716,23,36,23,44
-0.001,10.0,2.153169382436567,59.47103537291897,59.69548282079413,23,48,52,45
-0.001,10.0,3.5326628819734194,84.82775839971228,59.919189447772865,15,10,13,43
-0.001,10.0,2.073480339816817,72.80652032387879,59.394311381786366,23,36,19,43
-0.001,10.0,3.1743220077179806,53.473181507022275,59.158665624099044,55,32,18,45
-0.001,10.0,3.981534173110856,72.29711580499615,58.58908898167691,16,1,18,47
-0.001,10.0,2.2595209158175558,60.25783113545107,59.03284344780117,28,55,55,40
-0.001,10.0,2.3060087056288574,62.1036317623616,59.03284344780117,27,3,54,41
-0.001,10.0,3.981534173110856,72.59419015346373,58.51849636833391,15,2,42,49
-0.001,10.0,2.320441168434664,69.03034677242229,58.90900710761711,23,55,52,45
-0.001,10.0,2.167838594522488,74.30016930717886,59.481800040283055,53,33,19,41
-0.001,10.0,2.143488316497111,59.422419222398716,54.35675177476085,22,57,29,30
-0.001,10.0,2.084179592988265,73.03272719580217,59.160714760832136,11,34,19,43
-0.001,10.0,2.5168261325483994,73.16710619910229,54.3464299539789,26,50,41,41
-0.999000064,322.31660502414996,4.548481060781163,73.05342460379816,56.886809130710056,15,31,41,47
-0.001,10.0,3.5780657347982046,84.28736358598017,59.70536473505465,25,37,6,43
-0.001,10.0,2.094691279317884,74.19259018032727,59.16799372819831,23,43,19,44
-0.001,10.0,2.0697328039979115,74.99228677845005,59.47746677350548,53,33,23,41
-0.001,10.0,2.0658806922403046,73.16710619910229,54.20879444007177,26,53,46,41
-0.001,10.0,3.1743220077179806,52.499043112817525,58.83230158079439,56,32,15,48
-0.001,10.0,2.0783650123988684,73.19730904547207,58.80957263281722,11,1,15,43
-0.001,10.0,2.0061303684617116,73.34691513731124,59.394311381786366,27,16,13,43
-0.001,10.0,2.2402336498254742,64.96399130509599,59.03870558897907,27,32,58,41
-0.001,10.0,2.4217305711068935,62.1036317623616,59.28706777995122,28,9,54,42
-0.001,10.0,3.0092997494561655,67.46509424833388,59.70734372372281,23,16,12,44
-0.001,10.0,2.320441168434664,66.61961639375534,58.90900710761711,23,56,52,45
-0.001,10.0,2.0020875535141034,60.82508899824304,59.67341367264955,50,53,9,39
-0.001,10.0,3.354742286337183,61.90919722946835,52.22890899753055,17,51,40,41
-0.001,10.0,4.267192251985039,73.0608484348339,59.159539893655385,16,1,18,47
-0.001,10.0,2.54101669284197,73.16710619910229,53.547241402745065,26,51,47,41
-0.001,10.0,2.259508869773939,69.03034677242229,58.80522353148716,2,53,52,31
-0.001,10.0,2.002737953964279,72.51204770633713,59.00875462947286,48,36,9,44
-0.001,10.0,2.0008565073582902,59.17761865918374,59.63730979371468,27,53,12,41
-0.001,10.0,2.2370565134045552,73.42491963588478,58.921187228268295,16,5,56,47
-0.001,10.0,4.9844009349446114,53.11555819841639,54.608704715992474,23,8,18,46
-0.001,10.0,4.352846184836993,66.25554519270472,59.5263562094932,23,57,12,45
