pureza,reboiler,x1,x2,x3,x4,x5
-0.952380946,125.43522548652001,0.15355950601795365,7.647068916748878,3,15,29
-0.95238094,115.18732198656,0.15355950601795365,7.099119035994881,3,15,29
-0.952370552,53.57444854896001,0.3042714408334033,3.5919305163479285,3,7,29
-0.952380794,85.13464073328001,0.15359749932846561,5.492124897009308,3,15,28
-0.952380949,156.28923765108001,0.4420025125260303,8.17406433837353,3,9,35
-0.147103891,1.3105771479432,0.18680670428092974,1.8970401517387163,3,1,32
-0.446159825,8.703827737272,0.9060174426166336,1.9740146142739485,3,1,34
-0.951831586,26.795385268776,0.15355950601795365,2.372863247681444,3,15,29
-0.952380794,85.13464073328001,0.15359749932846561,5.492124897009308,3,15,28
-0.744821295,8.802090635364,0.12739462353958259,1.0582637213799413,3,9,35
-0.828093216,11.134090840788,0.18680670428092974,1.5362123791756583,3,16,33
-0.952380946,125.43522548652001,0.15355950601795365,7.647068916748878,3,15,29
-0.277431047,3.4987238834724,0.4220890638360276,1.8970401517387163,3,1,32
-0.952370552,53.57444854896001,0.3042714408334033,3.5919305163479285,3,7,29
-0.147103891,1.3105771479432,0.18680670428092974,1.8970401517387163,3,1,32
-0.952380949,156.28923765108001,0.4420025125260303,8.17406433837353,3,9,35
-0.446159825,8.703827737272,0.9060174426166336,1.9740146142739485,3,1,34
-0.744821295,8.802090635364,0.12739462353958259,1.0582637213799413,3,9,35
-0.952380794,85.13464073328001,0.15359749932846561,5.492124897009308,3,15,28
-0.277431047,3.4987238834724,0.4220890638360276,1.8970401517387163,3,1,32
-0.952380946,125.42404463712,0.15355950601795365,7.646471091770945,3,15,29
-0.828093216,11.134090840788,0.18680670428092974,1.5362123791756583,3,16,33
-0.949673842,23.921694074196,0.41925724769545003,2.063920683209484,3,3,31
-0.952370552,53.57444854896001,0.3042714408334033,3.5919305163479285,3,7,29
-0.952380949,156.28923765108001,0.4420025125260303,8.17406433837353,3,9,35
-0.147103891,1.3105771479432,0.18680670428092974,1.8970401517387163,3,1,32
-0.446159825,8.703827737272,0.9060174426166336,1.9740146142739485,3,1,34
-0.744821295,8.802090635364,0.12739462353958259,1.0582637213799413,3,9,35
-0.952380794,85.13464073328001,0.15359749932846561,5.492124897009308,3,15,28
-0.828093216,11.134090840788,0.18680670428092974,1.5362123791756583,3,16,33
-0.952380946,125.42404463712,0.15355950601795365,7.646471091770945,3,15,29
-0.277431047,3.4987238834724,0.4220890638360276,1.8970401517387163,3,1,32
-0.949278498,19.099645522128004,0.15359749932846561,1.9616395662640551,3,15,32
-0.952370552,53.57444854896001,0.3042714408334033,3.5919305163479285,3,7,29
-0.952380949,131.24729100492,0.12620579018519312,8.062660141446699,3,15,34
-0.103280776,0.3804201339984,0.125256167624045,1.6164289096631514,3,1,32
-0.949278498,19.099645522128004,0.15359749932846561,1.9616395662640551,3,15,32
-0.744821295,8.802090635364,0.12739462353958259,1.0582637213799413,3,9,35
-0.277431047,3.4987238834724,0.4220890638360276,1.8970401517387163,3,1,32
-0.952380794,85.13464073328001,0.15359749932846561,5.492124897009308,3,15,28
-0.446159825,8.703827737272,0.9060174426166336,1.9740146142739485,3,1,34
-0.828093216,10.691332219044,0.10746884225017507,1.5362123791756583,3,14,33
-0.952380931,105.15638181204001,0.10158028637332367,6.724300226642752,3,15,28
-0.952370552,53.57444854896001,0.3042714408334033,3.5919305163479285,3,7,29
-0.952380949,131.24729100492,0.12620579018519312,8.062660141446699,3,15,34
-0.103280776,0.3804201339984,0.125256167624045,1.6164289096631514,3,1,32
-0.446159825,8.703827737272,0.9060174426166336,1.9740146142739485,3,1,34
-0.744821295,8.802090635364,0.12739462353958259,1.0582637213799413,3,9,35
-0.828093216,10.691332219044,0.10746884225017507,1.5362123791756583,3,14,33
-0.952380794,85.13464073328001,0.15359749932846561,5.492124897009308,3,15,28
-0.949278498,19.099645522128004,0.15359749932846561,1.9616395662640551,3,15,32
-0.952370552,53.57444854896001,0.3042714408334033,3.5919305163479285,3,7,29
-0.277431047,3.4987238834724,0.4220890638360276,1.8970401517387163,3,1,32
-0.952379244,66.17880157536,0.127186046973977,4.529270469959355,3,8,28
-0.103280776,0.3804201339984,0.125256167624045,1.6164289096631514,3,1,32
-0.952380949,131.24729100492,0.12620579018519312,8.062660141446699,3,15,34
-0.446159825,8.703827737272,0.9060174426166336,1.9740146142739485,3,1,34
-0.277431047,3.4987238834724,0.4220890638360276,1.8970401517387163,3,1,32
-0.744821295,8.802090635364,0.12739462353958259,1.0582637213799413,3,9,35
-0.952380794,85.13464073328001,0.15359749932846561,5.492124897009308,3,15,28
-0.952370552,53.57444854896001,0.3042714408334033,3.5919305163479285,3,7,29
-0.828093216,10.691332219044,0.10746884225017507,1.5362123791756583,3,14,33
-0.950010791,20.232550478088,0.15359749932846561,2.0221268327284414,3,15,28
-0.952379781,65.3136780672,0.12620579018519312,4.484226882314083,3,16,28
-0.0868905533,0.2370029977458,0.10307684121785794,1.6164289096631514,3,1,32
-0.952380949,131.24729100492,0.12620579018519312,8.062660141446699,3,15,34
-0.744821295,8.802090635364,0.12739462353958259,1.0582637213799413,3,9,35
-0.952380939,126.23729997348,0.3575595697445974,7.023018677280229,3,15,34
-0.446159825,8.703827737272,0.9060174426166336,1.9740146142739485,3,1,34
-0.952380794,85.13464073328001,0.15359749932846561,5.492124897009308,3,15,28
-0.95010013,20.118281108652,0.12739462353958259,2.0308536668744654,3,15,38
-0.277431047,3.4987238834724,0.4220890638360276,1.8970401517387163,3,1,32
-0.446127785,8.654695388064,0.9060174426166336,1.9686612050421601,3,1,38
-0.952379781,65.3136780672,0.12620579018519312,4.484226882314083,3,16,28
-0.952380949,131.24729100492,0.12620579018519312,8.062660141446699,3,14,34
-0.0868905533,0.2370029977458,0.10307684121785794,1.6164289096631514,3,1,32
-0.952380949,131.24729100492,0.12620579018519312,8.062660141446699,3,15,34
-0.744821295,8.802090635364,0.12739462353958259,1.0582637213799413,3,9,35
-0.952380794,84.09031255548001,0.13071708920179143,5.492124897009308,3,15,29
-0.952379781,65.3136780672,0.12620579018519312,4.484226882314083,3,16,28
-0.277431047,3.4987238834724,0.4220890638360276,1.8970401517387163,3,1,32
-0.952116212,33.930138279240005,0.43939456932348986,1.5374832828503324,3,16,27
-0.446159825,8.703827737272,0.9060174426166336,1.9740146142739485,3,1,34
-0.95010013,20.118281024916,0.12739462353958259,2.0308536668744654,3,15,32
-0.952380949,131.24729100492,0.12620579018519312,8.062660141446699,3,15,34
-0.952380949,131.24729100492,0.12620579018519312,8.062660141446699,3,14,34
-0.0868905533,0.2370029977458,0.10307684121785794,1.6164289096631514,3,1,32
-0.744821295,8.802090635364,0.12739462353958259,1.0582637213799413,3,9,35
-0.446159825,8.703827737272,0.9060174426166336,1.9740146142739485,3,1,34
-0.952380794,84.09031255548001,0.13071708920179143,5.492124897009308,3,15,29
-0.952116212,33.930138279240005,0.43939456932348986,1.5374832828503324,3,16,27
-0.946474253,16.1170290315,0.11261502428927878,1.8210279565080718,3,13,34
-0.952379781,65.3136780672,0.12620579018519312,4.484226882314083,3,16,28
-0.277431047,3.4987238834724,0.4220890638360276,1.8970401517387163,3,1,32
-0.0868905533,0.2370029977458,0.10307684121785794,1.6164289096631514,3,1,32
-0.952380949,131.24729100492,0.12620579018519312,8.062660141446699,3,14,34
-0.952380949,131.24729100492,0.12620579018519312,8.062660141446699,3,15,34
-0.744821295,8.802090635364,0.12739462353958259,1.0582637213799413,3,9,35
-0.446159825,8.703827737272,0.9060174426166336,1.9740146142739485,3,1,34
-0.952380794,84.09031255548001,0.13071708920179143,5.492124897009308,3,15,29
-0.952380948,129.82124347884002,0.12620579018519312,7.985264049201097,3,14,32
-0.952379781,64.49927387292,0.10322459205925662,4.484226882314083,3,16,28
-0.94649003,16.04118368412,0.10242910004139669,1.821601007621079,3,13,35
-0.952116212,33.930138279240005,0.43939456932348986,1.5374832828503324,3,16,27
-0.0868905533,0.2370029977458,0.10307684121785794,1.6164289096631514,3,1,32
-0.952380949,131.24729100492,0.12620579018519312,8.062660141446699,3,15,34
-0.952380949,131.24729100492,0.12620579018519312,8.062660141446699,3,14,34
-0.446159825,8.703827737272,0.9060174426166336,1.9740146142739485,3,1,34
-0.952379781,64.49927387292,0.10322459205925662,4.484226882314083,3,16,28
-0.952116212,33.930138279240005,0.43939456932348986,1.5374832828503324,3,16,27
-0.736265166,8.720015497056,0.10265169289300274,1.0582637213799413,3,2,35
-0.952380794,84.09031255548001,0.13071708920179143,5.492124897009308,3,15,29
-0.744821295,8.802090635364,0.12739462353958259,1.0582637213799413,3,9,35
-0.94649003,16.04118368412,0.10242910004139669,1.821601007621079,3,13,35
-0.952380949,131.24729100492,0.12620579018519312,8.062660141446699,3,14,34
-0.952380949,131.24729100492,0.12620579018519312,8.062660141446699,3,15,34
-0.0868905533,0.2370029977458,0.10307684121785794,1.6164289096631514,3,1,32
-0.446159825,8.703827737272,0.9060174426166336,1.9740146142739485,3,1,34
-0.0876022446,1.2926065440492,0.10307684121785794,2.6249799620699417,3,1,32
-0.952379781,64.49927387292,0.10322459205925662,4.484226882314083,3,16,28
-0.952148819,23.12955792,0.10175103413396726,1.2302609618850449,3,13,35
-0.952380946,121.9581848016,0.11893353975437981,7.584888886725425,3,21,34
-0.94649003,16.04118368412,0.10242910004139669,1.821601007621079,3,13,35
-0.736265166,8.720015497056,0.10265169289300274,1.0582637213799413,3,2,35
-0.0868905533,0.2370029977458,0.10307684121785794,1.6164289096631514,3,1,32
-0.952380949,131.24729100492,0.12620579018519312,8.062660141446699,3,13,34
-0.952380949,131.24729100492,0.12620579018519312,8.062660141446699,3,14,34
-0.736265166,8.720015497056,0.10265169289300274,1.0582637213799413,3,2,35
-0.952380946,121.9581848016,0.11893353975437981,7.584888886725425,3,21,34
-0.952379781,64.49927387292,0.10322459205925662,4.484226882314083,3,16,28
-0.425273196,7.92903155022,0.8291074057587221,1.9740146142739485,3,1,34
-0.0876305086,1.150802918874,0.10307684121785794,2.489268990415421,3,1,32
-0.446159825,8.703827737272,0.9060174426166336,1.9740146142739485,3,1,34
-0.952378244,57.825791839080004,0.10242910004139669,4.118788469624833,3,12,35
