pureza,reboiler,x1,x2,x3,x4,x5
-0.952376473,62.42641850052,0.3823461233223571,3.915001657523255,3,7,29
-0.951140903,25.236356014944,0.3353752243753493,2.172600272225562,3,7,30
-0.952380472,92.05275372300001,0.21198668592370884,5.712561119750828,3,7,21
-0.936528201,13.26206204388,0.261619041661178,1.6140749784811004,3,7,30
-0.949560792,20.257618189464,0.22862877252728364,1.9829514957047676,3,7,34
-0.952380111,75.44091589776,0.23299101155633098,4.8094018811324135,3,7,21
-0.952094286,33.156304093224,0.35478250613956847,2.5431252874789982,3,7,29
-0.952376473,62.42641850052,0.3823461233223571,3.915001657523255,3,7,29
-0.952364411,52.07874816204,0.3823461233223571,3.422693777753333,3,7,30
-0.952311272,39.925113827147996,0.27078415226604224,2.9501101586884753,3,7,32
-0.950756461,23.928566999472,0.3353752243753493,2.108977745498269,3,7,30
-0.951435423,26.577085600512,0.3353752243753493,2.2378430209010274,3,7,30
-0.936528201,13.26206204388,0.261619041661178,1.6140749784811004,3,7,30
-0.952380472,92.05275372300001,0.21198668592370884,5.712561119750828,3,7,21
-0.941770331,15.788982240216,0.3823461233223571,1.697169119356771,3,7,29
-0.949560792,20.257618189464,0.22862877252728364,1.9829514957047676,3,7,34
-0.952376473,62.42641850052,0.3823461233223571,3.915001657523255,3,7,29
-0.952380111,75.44091589776,0.23299101155633098,4.8094018811324135,3,7,21
-0.952380305,79.4033758494,0.33530013788277435,4.8094018811324135,3,7,30
-0.951435423,26.577085600512,0.3353752243753493,2.2378430209010274,3,7,30
-0.952094286,33.156304093224,0.35478250613956847,2.5431252874789982,3,7,29
-0.952364411,52.07874816204,0.3823461233223571,3.422693777753333,3,7,30
-0.936748053,13.11413716638,0.22862877252728364,1.617241076720112,3,5,34
-0.952380716,94.94003882916,0.2768362383339701,5.7016653376124244,3,7,37
-0.941770331,15.788982240216,0.3823461233223571,1.697169119356771,3,7,29
-0.949560792,20.257618189464,0.22862877252728364,1.9829514957047676,3,7,34
-0.951435423,26.577085600512,0.3353752243753493,2.2378430209010274,3,7,30
-0.952172878,41.334003972432,0.7365129892842435,2.630610815416454,3,11,30
-0.952094286,33.156304093224,0.35478250613956847,2.5431252874789982,3,7,29
-0.952376473,62.42641850052,0.3823461233223571,3.915001657523255,3,7,29
-0.952364411,52.07874816204,0.3823461233223571,3.422693777753333,3,7,30
-0.952379759,73.89319033404,0.18767080239050363,4.820297663270817,3,7,23
-0.952380796,98.85034171980001,0.3823461233223571,5.647936189268692,3,7,38
-0.245462611,5.195038631688,0.35478250613956847,2.5431252874789982,3,1,35
-0.936748053,13.11413716638,0.22862877252728364,1.617241076720112,3,5,34
-0.952380716,94.94003882916,0.2768362383339701,5.7016653376124244,3,7,37
-0.952379859,74.20568973660001,0.19571649372610359,4.820297663270817,3,7,30
-0.952172878,39.663146211696,0.6362804011495884,2.630610815416454,3,13,27
-0.952376939,60.36738836040001,0.2768362383339701,3.968730805867278,3,7,28
-0.952364411,52.07874816204,0.3823461233223571,3.422693777753333,3,7,30
-0.952379759,73.89319033404,0.18767080239050363,4.820297663270817,3,7,23
-0.952094286,33.156304093224,0.35478250613956847,2.5431252874789982,3,7,29
-0.952380796,98.85034171980001,0.3823461233223571,5.647936189268692,3,7,38
-0.245462611,5.195038631688,0.35478250613956847,2.5431252874789982,3,1,35
-0.369785816,7.067418297048,0.6503002732661224,2.1166940899933584,3,1,27
-0.936748053,13.11413716638,0.22862877252728364,1.617241076720112,3,5,34
-0.947161589,18.947100762036,0.3805240038742935,1.8476344051389195,3,7,35
-0.952095242,33.14076779952,0.3526759218184736,2.543980261160472,3,13,35
-0.952364411,52.07874816204,0.3823461233223571,3.422693777753333,3,7,30
